Machine_ID,Vibration_mm_s,Temperature_C,Pressure_Pa,Running_Hours,Fault_Type
59,1.0642065945967927,43.72853680821686,4506.899917006243,2092,No Fault
511,8.054046431204021,50.35683329573628,1715.0224840925628,1330,No Fault
682,0.534379303927248,41.62466945300696,657.4211973862828,3582,Motor Failure
476,2.7214148228171204,88.62454700946239,1674.8005995289814,1371,Overheating
700,7.168136505368643,55.817147610613375,1754.183055293189,1334,Pressure Leak
976,3.346431347563761,45.94315482333388,4592.1214702623565,3812,No Fault
783,1.4170314925941216,59.14650966603564,3421.592297770868,3616,No Fault
190,3.742105269203851,50.83485084242221,867.6678182100294,1469,Bearing Failure
958,2.9335395774607296,78.38725149786619,1109.2036820499552,1092,Pressure Leak
687,8.084407119444993,93.12929427255713,1200.5425649388894,754,Overheating
958,3.3201312582662883,58.472187685347045,3336.897866760154,2614,No Fault
563,7.600392245984065,85.96717099819563,3809.363114781514,3465,Overheating
876,8.526849303296613,66.78109978137527,4368.397597544283,3161,Pressure Leak
567,4.404356776188766,40.22031823112518,4732.864478628094,1102,Pressure Leak
244,8.689488294689529,74.8904782352872,1407.670508238988,1565,No Fault
832,3.8958624856687356,63.37324231317831,1893.9761812582208,2339,Motor Failure
505,9.176705748410974,72.28942401138673,1581.452963351738,2931,Overheating
131,1.3036057207301563,87.82968181715822,2114.4270535976198,1465,Overheating
485,6.683173398529185,58.628247092642994,4615.992983406873,2237,Bearing Failure
819,4.944326364112358,88.57654550912812,3088.0065512271267,984,Pressure Leak
647,3.9888392491008235,78.79348592830758,3821.863537960246,4634,Pressure Leak
21,6.194406908737408,61.75932018206901,2705.536562570519,510,No Fault
841,6.834713824708981,69.20943881776765,629.8606100125604,2527,No Fault
167,0.5392694268527818,51.162773613735745,788.8796869901645,3864,No Fault
274,2.0025777987247886,93.93382448302032,2920.653640705486,3587,Bearing Failure
388,6.917414455708868,73.37782559827573,3734.5506566901154,3538,Motor Failure
601,6.497468722203858,32.85004541228094,1468.9873738792917,1104,No Fault
316,9.194427546158096,51.230423873620566,3748.593082965368,1468,No Fault
14,7.349340112257047,70.51543819433874,4147.995980675806,4760,No Fault
242,9.056954369582042,33.66166305695059,2353.5386526295006,936,Bearing Failure
777,6.822864513813263,31.55247243574428,3858.8865477984723,3274,Overheating
346,3.1824698777549885,59.251575569307164,2318.1347764780694,2309,Motor Failure
565,1.4482843002577082,51.62486168002355,3552.57783254759,3269,Overheating
898,7.53641477010442,58.48940952215578,3937.986721937944,2329,Pressure Leak
340,6.297342993283243,47.07506514220034,4963.669782386499,792,Pressure Leak
92,0.9336741115396661,40.70665355129376,2054.2849792861825,4451,No Fault
367,3.740454193108805,74.79431820372196,2349.6835125857515,961,Overheating
956,9.111198339358575,63.447122557407035,1245.290267345771,4384,Bearing Failure
455,5.003610311391811,43.01002373120885,1418.3287628081312,3733,Motor Failure
428,4.394562224177342,50.77331270689989,3620.2775116926996,2591,Overheating
509,4.619296446433646,68.46751399811617,4626.705155695142,4436,Overheating
776,2.3799445160464736,34.69490763771106,2275.7222824755827,3439,Motor Failure
943,3.818364537783157,39.58444560230167,1309.3000107599355,588,Overheating
35,3.8283193038845895,34.76096426698036,1782.9477472234732,2163,Overheating
206,0.9711951816872516,82.80062662641772,2547.7326716366238,3801,Motor Failure
81,7.408108656661264,78.9066001587806,1807.9264821441577,3220,Bearing Failure
932,4.2485398871349105,78.96534057215172,1551.1058740483982,3437,Motor Failure
562,7.8996189813478095,76.56114732594182,3811.930199406858,921,No Fault
872,8.153132010079059,73.5100525385415,535.3021455828043,4249,No Fault
388,2.4079464922879223,61.00447449958138,2926.537373014174,4933,No Fault
2,6.416181339531157,71.74808062796248,4071.9506316338925,765,No Fault
390,4.750536237466836,32.49350106121835,1698.0272884286069,3350,Pressure Leak
566,8.421410641293367,70.39518747269099,3214.8117977540783,1878,Bearing Failure
106,2.441666112588087,80.56205085989703,3510.05047528378,2314,Pressure Leak
772,6.600318802790398,62.52329342498536,3447.611133822905,2764,Overheating
822,5.969769100274503,53.2383663477704,2506.3233538942295,4916,Overheating
477,3.1577132981464953,48.03273776206365,2059.6009454410064,1349,Motor Failure
703,1.7294081328605535,71.78213326053536,4261.658328625161,4236,No Fault
402,6.3647578442954895,75.03207791094407,3913.0068064993893,1491,Motor Failure
730,7.147377123190976,86.61289399106528,1945.6482803626063,4264,Overheating
556,3.34064609387015,52.25171535996439,963.5863749899274,2308,No Fault
162,6.303493436200824,80.03519998006306,823.1339545046114,3774,Bearing Failure
202,4.056178168503529,66.48812857230696,924.2419005452123,1216,Overheating
958,6.91886194954356,87.38437189407514,3122.9121253641924,1395,Motor Failure
996,2.292937474046478,64.30778703921536,732.4797912304537,1676,Motor Failure
270,8.51193502372557,63.64593884586787,2016.1709373381727,4253,Overheating
863,3.0866863681902177,67.56201029365909,3889.3986586140322,2276,Pressure Leak
816,3.810073889805376,78.70549808425824,1824.5667493192013,3304,Bearing Failure
271,1.022827568723148,92.70488112384996,3934.8863473105844,3892,Overheating
456,1.5036099108914875,34.781618024024766,3854.6016719317486,1959,Overheating
462,5.142757124410953,33.47324915541611,1606.2220968494735,3043,Motor Failure
727,2.9083340905517434,90.940771931477,3779.6998104173545,4053,No Fault
252,8.01932203167975,64.4419156586834,3864.994872224453,1849,No Fault
702,0.6322404978945846,69.96869594685084,2288.542665501621,3486,No Fault
296,3.9118464380474256,61.35753410365737,1446.892176836832,3830,Motor Failure
725,3.536109920921834,36.08773441948584,2845.718631013411,2622,No Fault
720,0.6739486782584093,79.92580959721332,4646.289146000883,4128,Overheating
749,1.619315591004592,78.56960193075815,3378.2752959442787,997,Pressure Leak
338,4.222784074267717,50.26071589703278,1278.1512393226753,3987,Pressure Leak
879,4.93578126002702,49.90555093984602,3572.4061613008394,1221,Pressure Leak
53,4.138607725293822,84.4596897588587,2422.4136227682557,1863,No Fault
792,5.278439105708845,34.70322175318623,3161.8795880991784,807,Pressure Leak
922,5.856185074151134,87.27183464317679,3803.2881576039854,3251,No Fault
217,0.5893143901505207,46.68300984323444,2817.263081815002,1383,Overheating
764,4.676856435081535,68.5440086041071,4162.927885579889,1764,Overheating
188,9.171493167988295,90.83962163511555,3749.700106924825,4848,Motor Failure
380,5.171290521165939,74.07796259988203,3267.830030083298,2944,Motor Failure
493,6.597880407130579,56.93793781035738,1178.5676712455816,3533,Bearing Failure
41,3.3067747212519487,74.81972357885198,4261.770999102057,1552,Overheating
157,7.465922403374863,52.35867636056406,4711.575133939172,993,No Fault
15,7.456293336885036,48.021797062697104,1116.3430571418266,2521,Bearing Failure
813,5.19166442888725,94.78441306575418,2697.0850824504378,2247,Overheating
65,9.284124409512922,78.8013650266862,1664.9993388672701,3802,No Fault
857,1.6299519328638805,71.90679852981815,3895.3548834150406,2779,Overheating
839,0.6525289840062289,53.09382680925572,3747.3333620211497,1431,Overheating
521,7.431423905813864,33.19545389507813,1133.9830425667942,2425,No Fault
344,7.764399836283943,32.01869694228512,4446.622720677367,1256,Overheating
129,1.5818650620851862,66.02178160417192,1314.3787879010101,1554,Overheating
648,2.890245496627455,79.53212686753832,4087.6656154164834,4430,Overheating
472,0.6579712702996602,64.92964737885058,2556.411618326022,4854,Motor Failure
63,3.139777497025082,84.65102967604244,1977.2253210116805,3953,Pressure Leak
139,7.458276865268044,32.172724651059404,1212.0766820339609,3016,Overheating
499,5.1616447494132105,53.838884967686106,1254.2641526598322,2464,No Fault
593,3.632860338514593,45.409575426321574,3478.5074961540513,1146,Overheating
392,3.8456536541569726,59.07274293021293,2976.9367457620424,3330,Motor Failure
675,0.5121826314392134,34.704465557617965,1049.3843974305473,694,Motor Failure
419,3.198204748087123,92.01855670211972,1007.1403719724633,1645,Overheating
289,6.3181286747413745,44.51160106950846,825.3975864775616,3009,Bearing Failure
379,9.267749994347215,89.95000540643301,3846.9530631809484,4791,Pressure Leak
773,8.123547442855095,57.68305507738432,3703.469383531801,2583,No Fault
490,0.7123546818097621,94.05906866158917,762.9394588455882,3852,No Fault
231,8.587045442073554,66.0137949249137,3021.2153401863784,821,No Fault
41,7.548785719687634,90.50413617142749,881.0426985921046,2787,No Fault
28,7.523385112138824,30.347684265124485,4566.855967740237,3631,Motor Failure
135,4.621961831032143,78.63552240175851,4582.028386310596,2202,Pressure Leak
201,4.082047636590525,88.6982924516635,3642.0484541590854,2712,Overheating
840,3.2262415594987335,39.08183685363201,4667.8501464775245,1330,Overheating
780,1.091253730589292,36.24818036258985,4151.538636861607,688,Bearing Failure
930,2.5541182714432917,57.597219467087115,4228.4235916717225,4552,Overheating
33,2.7194327148022217,90.68912889864077,3063.6853275646995,591,Pressure Leak
48,4.856693627391814,65.25512641237852,1877.2663919727916,4377,Overheating
503,7.226999659370246,64.28467014191258,1480.0960180238972,2411,Motor Failure
407,4.76428845558152,39.17319768945592,1972.4000991751814,2836,Overheating
574,1.0206000450244455,30.051318221059223,3328.229435400779,2080,No Fault
728,9.120108208893836,82.65910589845498,1276.9544112457952,1908,No Fault
805,8.98451887184701,35.69234659410549,1663.8810648679473,674,No Fault
99,7.566705888335676,71.20023821779606,2606.27388257959,973,No Fault
684,9.421951114077984,89.45006954348744,1548.72544336077,3932,Motor Failure
872,5.400340995202367,43.56237435529802,3148.896513722277,769,Motor Failure
726,9.164915152278855,73.2427343553992,4654.292128053485,2544,Motor Failure
987,1.180445365550757,35.115407485988115,3866.402145664069,3695,Overheating
547,3.791126734352342,69.24408434944485,3498.9197636701088,1193,No Fault
961,2.5284314120608924,40.65556186195818,3122.2466419270045,4971,Bearing Failure
739,2.2624977572084304,77.83698143348657,2695.765591656792,1915,Bearing Failure
613,1.7672265400340847,49.58003416160403,1339.5373683559687,2583,No Fault
943,6.10172277409397,60.12041557230201,4526.1970494208945,1735,Pressure Leak
462,7.531896701725746,68.96298523179541,1618.4120090577635,4467,Overheating
643,5.704685594783246,41.13277169330557,910.8899491017235,2471,Bearing Failure
769,1.8226643862938872,78.20645821014536,3875.068306529128,633,Motor Failure
5,7.800113929401238,49.671622141392945,1290.2699044902488,3412,Pressure Leak
218,6.223592364473556,73.05417089432898,2173.531997935292,1340,Motor Failure
503,3.9934913551429596,40.28839829545929,627.2821773094088,1961,Pressure Leak
767,6.567172659824567,74.72764784841277,1116.8057414320165,3972,Pressure Leak
398,2.8391448131854955,38.33222473268001,1279.4163384196045,3375,Overheating
871,3.6067298764478943,57.648172257548936,744.8455748758008,3009,Motor Failure
795,8.757372588187913,46.068394793027,3454.9563048028035,1465,Motor Failure
393,3.1145405510427837,78.64439121283186,4266.535081114027,2538,Bearing Failure
207,4.729894413421429,47.03227529294685,2179.9193286467344,4740,No Fault
15,8.511270236564132,87.31162491570075,4435.594145231903,2350,No Fault
858,6.869492152407747,87.96831374142982,1460.0595855205693,1234,Bearing Failure
554,1.0598290354823248,42.76868548948108,1964.2569060255776,2953,Pressure Leak
892,1.825727398510733,69.89998642550208,1178.3164686402579,3516,Bearing Failure
461,0.5705743169472514,35.70164671179768,3292.516379385494,3502,Bearing Failure
691,6.178296112062471,55.449911474105896,2389.413158916381,2815,Motor Failure
575,4.529060828693765,76.3659124175827,3259.775060788544,4503,Bearing Failure
864,1.7084736581204798,72.86251104524456,3927.537074273826,2813,Pressure Leak
743,9.121407089510933,70.60554351142952,2955.663572148268,3663,No Fault
241,5.266937515510579,48.365156138058836,3324.3365970580453,3819,Overheating
564,2.6770396470160027,54.57162171323613,4708.626414774498,3961,Bearing Failure
96,5.005432140392368,36.6914994055186,1845.789393239794,929,Bearing Failure
900,6.61658299461597,76.73648332818406,2116.237723852789,3488,Motor Failure
734,1.1861529617620803,62.75277179143278,3729.665127692016,4296,Motor Failure
485,2.972334335431028,76.06976610246755,3250.87482674924,2096,Bearing Failure
407,7.762689417955943,46.18132911179673,1303.3980704287167,3862,Bearing Failure
231,4.636983833623951,51.088484861279305,2192.662895047206,2850,Pressure Leak
749,5.419194278290654,51.72399692190746,2605.2710590612173,2279,No Fault
655,4.395344019885224,31.673256633569054,2387.254270857752,4488,No Fault
171,0.8950994837870461,52.16811173399053,1302.2366374491835,2948,Overheating
541,1.9917480183814034,82.21479727867218,4659.93541302918,3370,No Fault
36,4.509874748677018,88.324402223733,3930.4344276228912,3410,Overheating
525,2.3826691886713505,63.684190516335285,2666.101244485335,4760,Motor Failure
160,0.9498112579371086,59.607610189249314,3560.2746273807647,2572,Overheating
839,8.092846976466413,32.003600215459066,4537.772024609849,4307,Overheating
699,9.330732762477043,87.14828194304988,1112.7836406270703,4724,No Fault
243,7.638285865970655,30.845663872681726,1626.6787281813995,3364,Bearing Failure
86,8.184064295342004,91.40875521366377,2942.1556126549026,4118,Motor Failure
796,2.6777941728534085,61.7990561647259,4095.546671085614,1517,Pressure Leak
578,9.145642779618798,52.22574208235723,663.1470294868732,1832,Overheating
682,2.2723313400808554,90.0741982647729,4928.081675883623,2983,Overheating
557,9.062868293256491,31.585414552156287,2547.079712970787,681,Overheating
574,9.45337364569356,67.79261816649066,2116.5401327977534,2338,Bearing Failure
953,6.905505251714438,65.68061409245695,1817.2599702789735,2951,Pressure Leak
646,9.330293586126396,44.25582607873984,1284.6051844289223,2452,No Fault
796,5.625858016103933,57.87768303776369,4062.0825901851254,762,Motor Failure
28,2.835876048584813,72.39716038634506,4799.363741357434,1160,Bearing Failure
620,4.432962970990587,77.26352779732528,2361.401396804292,1815,Pressure Leak
556,5.842048418409074,30.046595815927684,4785.893126390553,3419,Motor Failure
340,1.1577340582431348,90.89547295591599,4207.089269457654,2694,No Fault
798,6.101089381555215,40.69414920553281,2664.730073643432,2572,Motor Failure
958,9.33060053086065,45.18272822445335,3533.117806067597,2519,Overheating
331,2.2109688480535485,47.125773970100134,2457.428806267083,3240,Overheating
640,7.63335604659545,32.458308875882295,3014.2553369564857,1315,Bearing Failure
506,8.671089144016575,37.99838803337112,761.2085165832672,3918,Motor Failure
348,8.993314335381987,94.11274499137053,3633.185638852399,4597,Overheating
473,9.141220439649025,50.48908792952359,737.7109001786152,4217,Bearing Failure
231,5.193136748493248,37.49457087203821,4176.882261138422,4129,Bearing Failure
190,9.295771171923533,36.95443197635051,4212.261182572509,3253,Bearing Failure
225,7.31579186420995,76.76489789854817,1566.8477940029657,3867,No Fault
385,1.955042926132657,85.54696316212166,1956.4825146611013,701,Overheating
377,4.79210095821173,46.70189946805054,2665.8967035123196,1504,Overheating
283,6.964980578348036,31.35911830179027,3184.9830811961665,1812,Pressure Leak
958,2.72606284237175,44.500851198948126,1793.0914778389852,2525,No Fault
633,6.265536651939986,33.67351990178923,3166.1888208436626,3633,Overheating
628,6.499404311419573,36.720670880952696,1840.041829531845,4073,Overheating
973,1.9642976942770929,58.048027790096754,749.7082448197731,4721,Pressure Leak
745,5.585767812074806,44.94469410600612,511.3739742435903,4171,Motor Failure
259,7.444642198807469,63.53648210415252,955.1797606329287,2296,Motor Failure
359,4.990060980823477,46.47709396171737,4065.128150738082,4774,No Fault
710,0.6089280509849668,91.1349245716916,4826.440905725017,2104,Bearing Failure
456,0.5813462217136296,88.88635791520718,2421.3478967654864,2402,Pressure Leak
411,3.7132640957301097,66.84239682568028,2807.0777905247423,4499,Pressure Leak
649,8.835746615886038,53.0375594791801,1160.8167608304175,4004,Overheating
318,2.558091016432479,54.77454733225781,2979.6410870607065,3119,Overheating
677,6.209273199845184,56.7703984043923,1150.9470590313958,2849,Pressure Leak
225,2.498682836239885,77.29265593877136,3250.464490394735,4864,Bearing Failure
819,3.3950299069359375,59.35653470872447,4699.664004113843,3172,Motor Failure
234,8.132378806413357,85.68744652288333,1380.643426863678,1318,No Fault
684,7.059752980429522,91.36616108547369,3940.536731256959,3177,Motor Failure
664,1.3585934958188957,51.8364999696307,605.7609026824582,1047,No Fault
975,4.358318188877902,66.44514128941921,2189.7375859472945,4932,Bearing Failure
827,0.7625278728073802,36.17867489411669,998.3682852372907,858,Pressure Leak
374,4.828011319427081,43.03048810481334,2086.1394871806474,3861,Bearing Failure
672,6.4619061053096125,56.87527483616041,1280.9161383749758,2424,Pressure Leak
608,1.5665236123833641,43.40317653361562,2179.8724555529934,4955,Overheating
472,3.0999644501824912,86.97643190126664,2378.852627483887,4942,No Fault
233,4.080529629519413,40.288606643841376,1852.6600525141328,3201,Overheating
692,8.775779221904447,59.61795340095098,3454.798772629081,2430,Pressure Leak
113,9.439295138806676,69.37045062989192,4634.834230665094,921,No Fault
830,0.9042016909605427,74.9711540304549,2302.6791834737255,835,No Fault
497,7.349071311458529,54.89950903222294,1365.5442041375964,2026,Overheating
442,3.845516597621089,86.49143946710736,1718.2524118819251,556,No Fault
564,4.0321236760653205,66.94074482006516,4343.00370573366,4450,Pressure Leak
268,7.288384760123204,58.56800572909087,3072.3787547156653,3647,Pressure Leak
510,8.765837889308678,34.37064121338238,2547.5496453813075,4037,Overheating
807,9.058357350522936,60.204815448935726,1173.3652467901702,1221,Bearing Failure
386,5.694103274344887,83.34782965302247,2523.7728874570184,4577,Pressure Leak
387,3.7140904337045253,69.9451661843855,1753.21401510824,885,Pressure Leak
113,7.587941772729013,84.09055949239269,4744.234075340071,3317,No Fault
613,2.7590124493607022,62.110758588954866,4478.315492370791,3387,No Fault
625,5.57666625950166,37.70001083114132,877.561438226891,3219,Pressure Leak
952,3.7272061537238583,30.88658997933227,2824.940701675593,759,Overheating
81,6.409679663370885,49.70927053670843,1512.7625548160245,4988,Bearing Failure
699,2.663590216041562,75.36938064735651,2348.4969028593077,1099,No Fault
113,2.2243365116134317,81.36689375621009,4445.815992131555,3755,No Fault
2,8.764151780078933,49.22393425032141,2873.8153394984515,1539,Bearing Failure
642,1.416233146545832,62.217504857411065,2003.9688201684194,4548,No Fault
220,5.0536211696143845,57.372728788215305,1435.4975934724866,1255,Overheating
566,2.4876750466670803,56.68398098284281,4101.461867329202,4077,No Fault
855,0.850369669931007,45.03766635800978,3310.3310691395623,3657,No Fault
997,0.8241693646228375,38.8641218269148,2606.29457191804,3258,Pressure Leak
736,2.076995948952446,42.78475628502885,1478.679592383401,976,Overheating
225,8.300933190554002,33.5966051656175,2004.108683707091,2099,Overheating
385,3.04230869579324,42.878498218532506,4819.295420323333,2859,Pressure Leak
403,9.054132535177661,30.598058345649665,2840.4047192262547,1761,Motor Failure
638,5.734600636902742,70.77179604133859,2303.146765594638,2082,Bearing Failure
130,4.429527707918895,50.564401480199386,2846.3991905674575,3338,Overheating
53,5.720799512025091,93.25440624274907,4005.448276548239,4070,Motor Failure
684,5.15028546703641,42.59160830045936,2030.4902142629094,1998,Bearing Failure
730,7.328986283815927,52.4788570701236,1304.1775441967397,1248,Overheating
672,3.0424645937556702,53.25967531169966,3132.2125325257152,2886,No Fault
710,3.6774535244027216,30.549347244059934,3493.418465664802,1030,Overheating
416,8.546848722799256,84.54851694756483,3707.2310133134733,2709,Bearing Failure
247,9.018108618353649,32.07963990938111,4468.9441584475835,4563,Motor Failure
836,8.533024047378271,91.11168925740068,2170.283543101009,4368,No Fault
439,4.275031945615822,87.98483282108535,839.0970330300131,1608,Bearing Failure
203,7.5232895270619355,64.80892454558763,4812.56862633924,989,Bearing Failure
184,4.787021599709889,65.33371236923398,2457.5536734686384,504,Overheating
123,4.977858669314919,72.49556499215016,3304.658793529091,575,Pressure Leak
401,2.3421209815155555,55.158250775767655,3498.3739540773154,3228,Pressure Leak
767,5.820172729326648,72.0694484208606,2959.311689155416,972,No Fault
294,2.1752230797801313,32.90994526475165,1423.6588838132154,3709,Bearing Failure
280,3.484082291604744,33.513095777732225,3898.1437255226365,1881,Motor Failure
837,8.195271814579417,59.71997727527038,4116.883884368368,1337,No Fault
884,2.363682282897697,65.72544957189227,2988.3901370784793,1102,No Fault
610,1.1404245665608954,87.70814662182823,2698.525222631787,1686,Overheating
198,1.1210683335153466,36.80294120401326,1012.7218240759339,1981,Motor Failure
982,8.96706068452797,83.47211526760282,877.7824767490272,3772,Bearing Failure
907,5.062283941656512,43.65307692398452,2028.0418050358792,731,Bearing Failure
511,4.184708646353165,55.61543715315207,1898.8076998282697,827,Bearing Failure
752,7.797907229071265,50.579158263781835,4791.454029334721,1449,No Fault
144,8.022433351194644,56.01009273625093,4026.302340995434,2386,Overheating
609,3.4897192980404412,39.78220737471806,3469.65932866577,4595,No Fault
201,6.742562517264157,62.73205483623107,2829.4164005792227,2797,Pressure Leak
124,7.440105342666979,82.10676833903887,1253.153888269931,1807,Pressure Leak
187,6.391856181793591,58.69971067462831,4903.0550248292775,697,Bearing Failure
326,1.8643556732008943,61.88988243338294,2187.683142080945,3279,Overheating
464,8.382947751653514,85.16989304328543,981.1652110126016,3836,Bearing Failure
349,5.351850974624078,75.893777451472,2722.0950307208573,1838,Bearing Failure
771,3.042251837330033,61.87953655378601,4432.991052258874,2191,No Fault
660,4.327053668939245,46.75021713229668,4492.809507997983,715,Bearing Failure
764,0.8381398135901664,87.52023854492283,549.3466222540127,2149,Bearing Failure
955,1.650801211001758,67.50632610988629,4488.330851381299,3362,Overheating
932,7.3899207546427474,44.37459465719507,1721.6789787493633,1109,Overheating
403,0.5001047127982953,47.492783921470675,675.3756378579038,3058,Overheating
346,4.249092456340629,82.20365078085598,4315.056216632935,1417,Bearing Failure
963,5.202591629770296,32.86946153568461,4387.400401946938,4752,Overheating
511,0.9917097800087507,94.48599215687331,3183.039859290575,661,Overheating
147,9.257703466750996,38.472859181461466,3084.9519078336125,4637,Motor Failure
148,2.5351279812470473,81.74445415080093,4159.0412267963875,3311,Motor Failure
864,3.2377884767265277,55.66039559015938,4038.392987196259,3921,Pressure Leak
711,3.235482610295246,61.99405191368535,4505.474630492168,4715,No Fault
820,2.573749959056149,87.24228753519756,2987.3635141851655,1598,No Fault
489,0.5132643987768027,56.83922732329886,4854.411917297639,3221,Overheating
929,7.064103146791967,64.93709398876024,4982.660739200023,3208,Pressure Leak
936,9.201609498193568,33.204478056596045,1024.4507449938467,622,Pressure Leak
640,2.5186413495654056,30.152585801384454,4322.9469179935495,3200,Motor Failure
551,6.467424726230802,45.91199174511218,2749.2001598686506,3753,Pressure Leak
338,7.177066942628436,74.23790103971987,2244.048522349244,3561,Bearing Failure
872,8.135828411814723,37.88221806834389,3258.8253944722173,4461,Overheating
641,4.303662773122483,37.394527322295716,751.8450076790316,1288,Bearing Failure
779,3.226378150763863,56.71243952233371,2779.0750344518597,756,No Fault
988,3.42765620620728,72.10940750953472,4419.00756512,4525,Motor Failure
953,6.913591997886615,76.28467949611547,1460.5768226253595,4154,Bearing Failure
473,7.851015198550725,41.599293816394365,2418.754526462413,3751,Overheating
946,2.1345257098094237,35.17322957918276,4727.66399471694,4089,Bearing Failure
151,3.838469073419887,91.12580720646037,2428.537270125638,1107,Bearing Failure
415,8.61746177074235,46.94331486653661,2112.6543454957928,4926,Pressure Leak
990,7.760241677252653,85.46752234456704,2482.414916555202,4427,Motor Failure
298,9.363725624862283,86.1269442800832,2837.5374493290037,2652,No Fault
611,7.288234337138727,80.2139684645654,3343.9610485916096,1046,Overheating
263,4.0387568092513,40.974184432417054,4103.11760412529,2404,Overheating
764,5.81574050595174,83.41709485152302,2534.4599259394145,2182,No Fault
144,6.449128288225882,80.00128635070314,4178.664207905631,988,Overheating
346,1.2061023468541157,68.7869943569041,2901.742976084363,2322,Pressure Leak
624,5.400472631934786,51.918132285981926,2023.1622966558996,3621,Bearing Failure
572,6.883887456253486,47.063059277325365,3460.778726537364,4274,Pressure Leak
881,2.005891736009543,37.922798785223335,3729.750146345711,3572,Pressure Leak
2,7.525685456830014,63.134209348556645,3011.220390332694,3952,Pressure Leak
897,5.753955024627005,68.04195690814002,754.7673791062554,1149,No Fault
304,9.069996071278352,53.35703438352617,1264.472938223712,1147,Motor Failure
254,0.8818006838620253,60.89833939925646,1783.8397440060269,880,No Fault
652,2.8879352379992027,53.62843972900234,1771.815226781719,2566,No Fault
453,5.913984913698417,71.66539372584558,3530.3936011109176,2363,Pressure Leak
37,3.169039209853376,88.58184850677662,582.5689775313466,2790,Motor Failure
160,6.92981747664118,40.654817033051415,3900.5679967228393,4724,No Fault
9,7.331047542697379,54.79157264370302,1694.0411366311994,1699,Motor Failure
233,1.4226436765982702,39.15645925680599,1895.0983079724608,3490,Pressure Leak
99,5.124690177860909,70.62134507650907,2875.594225747659,1607,No Fault
659,5.080015000319503,77.37658311675872,1471.6652042253088,3947,Motor Failure
816,3.8235269319398695,90.57432761883463,4480.120911089874,721,Overheating
208,8.896323763127048,48.126675206962716,884.1595069695438,1939,No Fault
131,7.9475568788589905,91.76372838125296,2499.720630354792,1117,No Fault
404,6.774884437186731,34.11207366834386,4322.400212547005,3070,No Fault
152,6.928939721614978,69.19590111869823,3271.297524895561,3255,Motor Failure
54,4.6554452943180715,33.71362675731645,1815.4828212918505,3290,Bearing Failure
120,8.788950689869182,88.09532220452641,2393.4209349940734,4442,No Fault
